,period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,longitude,latitude,nameplate-capacity-mw,operating-year-month,planned-retirement-year-month,unit,nameplate-capacity-mw-units,geometry
291,2024-01,IL,Illinois,commercial-non-chp,Commercial Non-CHP,59543,Heartland Community College,59776,Heartland Community College,T01,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,McLean,-89.019,40.537,1.7,2012-06,,,MW,POINT (-89.019 40.537)
292,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64782,Cardinal Point LLC,59902,Cardinal Point Wind,GEN,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,McDonough,-90.751828,40.588568,150.0,2020-03,,,MW,POINT (-90.751828 40.588568)
293,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,60719,Harvest Ridge Wind Farm,61161,Harvest Ridge Wind Farm,GEN01,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Douglas,-88.072302,39.83188,202.0,2020-07,,,MW,POINT (-88.072302 39.83188)
294,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,61787,Bishop Hill III,BHIII,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.276024,41.211057,119.0,2018-06,,,MW,POINT (-90.276024 41.211057)
295,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63359,"REA Investments, LLC",61878,John A Logan College Solar,JALC,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Williamson,-89.085297,37.750571,1.3,2019-12,,,MW,POINT (-89.085297 37.750571)
296,2024-01,IL,Illinois,electric-utility,Electric Utility,61576,Ameren Illinois,61990,TAC-Distributed Energy Resource Hybrid,BA,Batteries,MWH,Electricity used for energy storage,BA,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.243573,40.089797,0.3,2017-05,,,MW,POINT (-88.243573 40.089797)
297,2024-01,IL,Illinois,electric-utility,Electric Utility,61576,Ameren Illinois,61990,TAC-Distributed Energy Resource Hybrid,WIND,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.243573,40.089797,0.1,2017-03,,,MW,POINT (-88.243573 40.089797)
298,2024-01,IL,Illinois,electric-utility,Electric Utility,61576,Ameren Illinois,61990,TAC-Distributed Energy Resource Hybrid,SOLAR,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.243573,40.089797,0.1,2017-03,,,MW,POINT (-88.243573 40.089797)
299,2024-01,IL,Illinois,electric-utility,Electric Utility,61576,Ameren Illinois,61990,TAC-Distributed Energy Resource Hybrid,NG,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Champaign,-88.243573,40.089797,1.0,2017-05,,,MW,POINT (-88.243573 40.089797)
300,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61946,"Prairie State Solar, LLC",62420,Prairie State Solar Project,PSS01,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Perry,-89.579166,38.208333,99.0,2021-07,,,MW,POINT (-89.579166 38.208333)
301,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61969,Altorfer Inc.,62451,Rantoul Solar,RANTL,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.132797,40.286726,2.0,2016-12,,,MW,POINT (-88.132797 40.286726)
302,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,56769,Consolidated Edison Development Inc.,62681,CED Champaign Solar LLC,CSIL,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.291246,40.138283,1.6,2020-07,,,MW,POINT (-88.291246 40.138283)
303,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62656,Phoenix Solar South Farms LLC,62735,Phoenix Solar South Farms LLC Solar Farm,M1358,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.244498,40.081738,4.7,2015-12,,,MW,POINT (-88.244498 40.081738)
304,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62759,National Grid Renewables,62893,Prairie Wolf Solar LLC,PWOLF,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Coles,-87.97198,39.544605,200.0,2021-11,,,MW,POINT (-87.97198 39.544605)
305,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63139,Minonk Stewardship Wind LLC,63384,Bennington Wind,BENN,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Marshall,-89.085363,40.96038,93.0,2021-10,,,MW,POINT (-89.085363 40.96038)
306,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,60571,"AEP Onsite Partners, LLC",63399,Galesburg Solar Array,GWA01,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henderson,-90.9484,40.9199,1.4,2020-03,,,MW,POINT (-90.9484 40.9199)
307,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,60531,Standard Solar,63618,USS Solar Brick,USBRK,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Macoupin,-89.79322,39.35009,2.0,2021-06,,,MW,POINT (-89.79322 39.35009)
308,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64395,"Bay4 Energy Services, LLC",63656,CED Peoria Solar,PS1,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Peoria,-89.703554,40.57629,2.0,2021-05,,,MW,POINT (-89.703554 40.57629)
309,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63470,"Illinois PV Fulton 1, LLC",63790,Illinois PV Fulton 1 CSG,FULT,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Fulton,-89.967943,40.698522,2.0,2020-06,,,MW,POINT (-89.967943 40.698522)
310,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63511,"Luminace Solar Illinois 2, LLC",63830,Conagra Foods at St. Elmo,CFS,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Fayette,-88.8443,39.0106,1.8,2021-01,,,MW,POINT (-88.8443 39.0106)
311,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63523,"DePue Holdings, LLC",63845,"DePue Holdings, LLC",DEPUE,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Bureau,-89.30123,41.33821,20.0,2023-02,,,MW,POINT (-89.30123 41.33821)
312,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62915,Madison Energy Holdings LLC,63888,"ESIL-PFCHICAGO 3, LLC",PF3CH,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Cook,-87.669,41.849,1.4,2020-08,,,MW,POINT (-87.669 41.849)
313,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62915,Madison Energy Holdings LLC,63889,"ESIL-PFCHICAGO 2, LLC",PF2CH,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Cook,-87.735,41.817,1.0,2020-11,,,MW,POINT (-87.735 41.817)
314,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63596,Clinton Solar 4 LLC,63945,Clinton Solar 4 LLC CSG,CLIN,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clinton,-89.2751,38.59587,2.0,2020-10,,,MW,POINT (-89.2751 38.59587)
315,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63597,"Vermilion Solar 1, LLC",63946,"Vermilion Solar 1, LLC CSG",VERM,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Vermilion,-87.6292,40.12437,2.0,2020-12,,,MW,POINT (-87.6292 40.12437)
316,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63618,Ridge Farm Solar 1 LLC,63952,Ridge Farm,RIDGE,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Vermilion,-87.68593,39.88821,2.0,2020-12,,,MW,POINT (-87.68593 39.88821)
317,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63511,"Luminace Solar Illinois 2, LLC",63968,The GSI Group LLC at Assumption,GSI,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Christian,-89.037337,39.51303,1.5,2021-01,,,MW,POINT (-89.037337 39.51303)
318,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63662,"Edwardsville Solar II, LLC",64016,Edwardsville Solar II,6777,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Madison,-89.997299,38.814542,2.0,2021-07,,,MW,POINT (-89.997299 38.814542)
319,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63680,"ACM Solar, LLC.",64040,Apple Canyon Lake Solar,1,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Jo Daviess,-90.179581,42.436665,1.2,2020-12,,,MW,POINT (-90.179581 42.436665)
320,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63683,"Olney Solar II, LLC",64043,Olney Solar II CSG,6778,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Richland,-88.126791,38.721601,2.0,2021-06,,,MW,POINT (-88.126791 38.721601)
321,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63691,"2662 Freeport Solar 1, LLC",64058,2662 Freeport Solar 1 CSG,FREE,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Stephenson,-89.632719,42.339696,2.0,2020-12,,,MW,POINT (-89.632719 42.339696)
322,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63692,"Whiteside Solar 1, LLC",64059,Whiteside Solar 1 CSG,WSIDE,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Whiteside,-90.15885,41.85691,2.0,2020-12,,,MW,POINT (-90.15885 41.85691)
323,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63729,"Morgan Solar 4, LLC",64100,"Morgan Solar 4, LLC CSG",MORG,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Morgan,-90.22076,39.61409,2.0,2020-12,,,MW,POINT (-90.22076 39.61409)
324,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63753,"Marlow Solar, LLC",64122,"Marlow Solar, LLC CSG",MARL,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Jefferson,-88.756379,38.315279,2.0,2020-12,,,MW,POINT (-88.756379 38.315279)
325,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63758,"IGS Stockton DG, LLC",64124,IGS Stockton DG CSG,BREW,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Jo Daviess,-90.011235,42.348183,1.9,2020-11,,,MW,POINT (-90.011235 42.348183)
326,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63758,"IGS Stockton DG, LLC",64124,IGS Stockton DG CSG,BREW2,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Jo Daviess,-90.011235,42.348183,1.9,2020-12,,,MW,POINT (-90.011235 42.348183)
327,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63779,"Morgan Solar 2, LLC",64159,"Morgan Solar 2, LLC CSG",MRG2,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Morgan,-90.227099,39.606529,2.0,2020-11,,,MW,POINT (-90.227099 39.606529)
328,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63814,"McDonough Solar 1, LLC",64201,"McDonough Solar 1, LLC CSG",MC1B,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,McDonough,-90.851133,40.555424,2.0,2020-12,,,MW,POINT (-90.851133 40.555424)
329,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63814,"McDonough Solar 1, LLC",64201,"McDonough Solar 1, LLC CSG",MCDH,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,McDonough,-90.851133,40.555424,2.0,2020-12,,,MW,POINT (-90.851133 40.555424)
330,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63815,"Dressor Plains Solar, LLC",64224,"Dressor Plains Solar, LLC",DPS,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Fayette,-89.03123,39.186321,99.0,2021-09,,,MW,POINT (-89.03123 39.186321)
331,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63834,Blue Goose Solar,64228,Blue Goose Solar CSG,BLGS,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Whiteside,-89.843327,41.769376,2.0,2020-12,,,MW,POINT (-89.843327 41.769376)
332,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63833,Iroquois Solar 1B LLC,64229,Iroquois Solar 1B LLC CSG,IROQ,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Iroquois,-87.754371,40.774047,2.0,2020-12,,,MW,POINT (-87.754371 40.774047)
333,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63845,Sullivan B Community Solar LLC,64243,Sullivan B Community Solar LLC,SULL,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,McDonough,-90.641075,40.469681,2.0,2020-12,,,MW,POINT (-90.641075 40.469681)
334,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63860,Kent School Road Solar 1,64254,Kent School Road Solar 1,KENT,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Stephenson,-89.903444,42.312841,2.0,2020-12,,,MW,POINT (-89.903444 42.312841)
335,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63861,Schulte 2 Community Solar,64257,Schulte 2 Community Solar,SCHU,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Marshall,-89.405223,41.032235,2.0,2020-12,,,MW,POINT (-89.405223 41.032235)
336,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63863,Kankakee Solar 4 LLC,64269,Kankakee Solar 4 LLC,KANK,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Kankakee,-87.826519,41.119258,2.0,2020-12,,,MW,POINT (-87.826519 41.119258)
337,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61677,Sol Systems,64362,"SCS American Bottoms 009885 Sauget, LLC",30004,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,St Clair,-90.183286,38.591745,1.8,2020-08,,,MW,POINT (-90.183286 38.591745)
338,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63995,"Glacier Sands Wind Power, LLC",64381,"Glacier Sands Wind Power, LLC",GS001,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Mason,-89.700876,40.261377,185.0,2021-11,,,MW,POINT (-89.700876 40.261377)
339,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64056,"Sandoval Holdco, LLC",64416,Sandoval,SANDL,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clinton,-89.149348,38.589905,2.0,2021-03,,,MW,POINT (-89.149348 38.589905)
340,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64098,"Clendenin A Community Solar, LLC",64464,"Clendenin A Community Solar, LLC CSG",CLEN,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Williamson,-89.011483,37.829241,2.0,2021-07,,,MW,POINT (-89.011483 37.829241)
341,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64099,"Kern A Community Solar, LLC",64465,"Kern A Community Solar, LLC CSG",KERN,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Franklin,-88.952399,37.897506,2.0,2021-07,,,MW,POINT (-88.952399 37.897506)
342,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64100,Lukuc B Community Solar LLC,64466,Lukuc B Community Solar LLC CSG,LUKC,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Williamson,-89.042423,37.836165,2.0,2021-07,,,MW,POINT (-89.042423 37.836165)
343,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63511,"Luminace Solar Illinois 2, LLC",64629,JM Huber at Quincy,JMH,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Adams,-91.399685,39.859083,1.5,2021-12,,,MW,POINT (-91.399685 39.859083)
344,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64249,"Big River Solar, LLC",64637,Big River Solar,BRS,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,White,-88.295525,38.050141,149.0,2022-08,,,MW,POINT (-88.295525 38.050141)
345,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64304,Morgan Solar 1 LLC,64741,Morgan Solar 1 CSG,MORG1,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Morgan,-90.55519,39.82245,2.0,2021-08,,,MW,POINT (-90.55519 39.82245)
346,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64305,Morgan Solar 1b LLC,64742,Morgan Solar 1b CSG,MOR1B,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Morgan,-90.55457,39.82215,2.0,2021-08,,,MW,POINT (-90.55457 39.82215)
347,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64336,SPG IL Hurricane Creek Solar LLC,64786,Hurricane Creek CSG,HRCRK,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Williamson,-89.058709,37.789506,2.0,2021-06,,,MW,POINT (-89.058709 37.789506)
348,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64335,"Viking Solar, LLC",64787,Viking Solar CSG,VIKNG,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Macoupin,-89.995709,39.405457,2.0,2021-06,,,MW,POINT (-89.995709 39.405457)
349,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64333,"Moraine Solar, LLC",64789,Moraine CSG,MORAI,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,McLean,-88.843405,40.379212,2.0,2021-09,,,MW,POINT (-88.843405 40.379212)
350,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,65127,AES Belleville Solar LLC,BELL,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,St Clair,-90.0135,38.4872,9.9,2021-09,,,MW,POINT (-90.0135 38.4872)
351,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,60025,Greenbacker Renewable Energy Corporation,65227,"Ameresco Danville Solar, LLC",401,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Vermilion,-87.64977,40.10351,2.0,2021-12,,,MW,POINT (-87.64977 40.10351)
352,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,65316,Sapphire Sky Wind Energy LLC,65011,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,DeWitt,-88.584553,40.2945,259.8,2023-02,,,MW,POINT (-88.584553 40.2945)
353,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64684,Mulligan Solar,65349,"Mulligan Solar, LLC",MLGAN,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Logan,-89.4204,40.09393,70.0,2022-07,,,MW,POINT (-89.4204 40.09393)
354,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64683,Ford Ridge,65350,Ford County Wind Farm LLC,FORDC,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Ford,-88.349491,40.556285,121.3,2022-03,,,MW,POINT (-88.349491 40.556285)
355,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61677,Sol Systems,65412,"Northern Cardinal Solar SCS IL 1, LLC",20213,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.243,40.07,10.0,2021-02,,,MW,POINT (-88.243 40.07)
356,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61677,Sol Systems,65413,"SCS West Fairchild 011958 Danville, LLC",20217,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Vermilion,-87.650494,40.140564,1.6,2021-07,,,MW,POINT (-87.650494 40.140564)
357,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61677,Sol Systems,65415,"SCS Galena 012589 Peoria, LLC",20218,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Peoria,-89.56913,40.765278,2.0,2021-12,,,MW,POINT (-89.56913 40.765278)
358,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61677,Sol Systems,65417,"SCS COUNTY 012631 Champaign, LLC",20216,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-89.177373,40.318985,2.0,2021-09,,,MW,POINT (-89.177373 40.318985)
359,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64940,"Cattail Solar, LLC",65671,Cattail (CSG),CATTL,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Whiteside,-90.131166,41.822595,2.0,2022-06,,,MW,POINT (-90.131166 41.822595)
360,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64990,"Rockford CS 1, LLC",65731,Rockford CS 1,29197,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Winnebago,-89.08479,42.17606,2.0,2021-04,,,MW,POINT (-89.08479 42.17606)
361,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64988,"Rockford CS 2, LLC",65732,Rockford CS 2,29198,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Winnebago,-89.08479,42.17606,2.0,2021-04,,,MW,POINT (-89.08479 42.17606)
362,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65024,"Alden Road Harvard Solar 1, LLC",65774,Alden Road Harvard Solar 1,18031,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,McHenry,-88.4988,42.40028,2.0,2020-12,,,MW,POINT (-88.4988 42.40028)
363,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65049,Elba Solar LLC,65797,Elba Solar LLC,ELBA,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Knox,-90.016709,40.885483,2.0,2023-02,,,MW,POINT (-90.016709 40.885483)
364,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65057,SV CSG Barrass Farms II LLC,65803,SV CSG Barrass Farms II LL,BARAS,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Williamson,-88.849036,37.727245,2.0,2023-09,,,MW,POINT (-88.849036 37.727245)
365,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65156,Kankakee Solar 2 LLC,65969,Kankakee 2,KKS2,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Kankakee,-87.879523,41.176011,1.5,2022-08,,,MW,POINT (-87.879523 41.176011)
366,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65214,"Solar Star Prime 6, LLC",66022,Amazon MDW7 Solar Project,AMDW7,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Will,-87.772832,41.424123,1.9,2022-11,,,MW,POINT (-87.772832 41.424123)
367,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65198,"IL Sidney Project1, LLC",66031,IL Sidney Project1,15332,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.04693,40.0274,2.0,2021-04,,,MW,POINT (-88.04693 40.0274)
368,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65197,"Clay FC, LLC",66032,Clay FC,14052,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clay,-88.50682,38.75066,2.0,2021-07,,,MW,POINT (-88.50682 38.75066)
369,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65199,"IL West Hallock Project1, LLC",66033,IL West Hallock Project1,15333,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Peoria,-89.63196,40.92402,2.0,2021-08,,,MW,POINT (-89.63196 40.92402)
