,period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,longitude,latitude,nameplate-capacity-mw,operating-year-month,planned-retirement-year-month,unit,nameplate-capacity-mw-units,geometry
370,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65256,"Solar Star Urbana Landfill East, LLC",66078,Solar Star Urbana Landfill East,18952,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.17688,40.12078,1.9,2021-10,,,MW,POINT (-88.17688 40.12078)
371,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65257,"Solar Star Urbana Landfill Central, LLC",66079,Solar Star Urbana Landfill Central,20824,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Champaign,-88.17846,40.12065,1.9,2021-11,,,MW,POINT (-88.17846 40.12065)
372,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65248,"OE IL Solar 3, LLC",66082,OE IL Solar 3,14850,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Ogle,-89.36263,42.02005,2.0,2022-03,,,MW,POINT (-89.36263 42.02005)
373,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65249,"French Road Solar II, LLC",66083,French Road Solar II,7063,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Kane,-88.5451,42.06052,2.0,2022-03,,,MW,POINT (-88.5451 42.06052)
374,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65251,"Rockford Solar, LLC",66085,Rockford Solar,16682,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Winnebago,-89.09937,42.28525,2.0,2021-12,,,MW,POINT (-89.09937 42.28525)
375,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65268,"Moraine Sands Wind Power, LLC",66093,Moraine Sands Wind Power,MSWP1,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Mason,-89.895111,40.170889,171.0,2023-12,,,MW,POINT (-89.895111 40.170889)
376,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65582,"7th Road Solar 1, LLC (Briscoe 1A)",66507,Briscoe 1A,BR1A,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,LaSalle,-89.031736,41.207028,2.0,2023-02,,,MW,POINT (-89.031736 41.207028)
377,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65583,"7th Road Solar 2, LLC (Briscoe 2A)",66508,Briscoe 2A,BR2A,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,LaSalle,-89.028765,41.172704,2.0,2023-02,,,MW,POINT (-89.028765 41.172704)
378,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61677,Sol Systems,66826,Prairie Creek Solar,PC923,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Morgan,-90.224433,39.806053,30.0,2023-11,,,MW,POINT (-90.224433 39.806053)
379,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,869,Dresden Generating Station,2,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Grundy,-88.27,41.39,1009.3,1970-08,,,MW,POINT (-88.27 41.39)
380,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,869,Dresden Generating Station,3,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Grundy,-88.27,41.39,1009.3,1971-10,,,MW,POINT (-88.27 41.39)
381,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,59918,Dynegy Kincaid Generation,876,Kincaid Generation LLC,1,Conventional Steam Coal,SUB,Subbituminous Coal,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Christian,-89.496389,39.590556,659.5,1967-06,2027-07,,MW,POINT (-89.496389 39.590556)
382,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,59918,Dynegy Kincaid Generation,876,Kincaid Generation LLC,2,Conventional Steam Coal,SUB,Subbituminous Coal,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Christian,-89.496389,39.590556,659.5,1968-06,2027-07,,MW,POINT (-89.496389 39.590556)
383,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,879,Powerton,5,Conventional Steam Coal,SUB,Subbituminous Coal,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Tazewell,-89.6786,40.5408,892.8,1972-09,,,MW,POINT (-89.6786 40.5408)
384,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,879,Powerton,6,Conventional Steam Coal,SUB,Subbituminous Coal,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Tazewell,-89.6786,40.5408,892.8,1975-12,,,MW,POINT (-89.6786 40.5408)
385,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,880,Quad Cities Generating Station,1,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Rock Island,-90.310278,41.726111,1009.3,1972-12,,,MW,POINT (-90.310278 41.726111)
386,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,880,Quad Cities Generating Station,2,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Rock Island,-90.310278,41.726111,1009.3,1972-12,,,MW,POINT (-90.310278 41.726111)
387,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,883,Waukegan,312,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Lake,-87.8133,42.3833,28.0,1968-06,,,MW,POINT (-87.8133 42.3833)
388,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,883,Waukegan,322,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Lake,-87.8133,42.3833,28.0,1968-06,,,MW,POINT (-87.8133 42.3833)
389,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,883,Waukegan,321,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Lake,-87.8133,42.3833,28.0,1968-06,,,MW,POINT (-87.8133 42.3833)
390,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,883,Waukegan,311,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Lake,-87.8133,42.3833,28.0,1968-06,,,MW,POINT (-87.8133 42.3833)
391,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,886,Fisk Street,311,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6533,41.8508,32.5,1968-07,,,MW,POINT (-87.6533 41.8508)
392,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,886,Fisk Street,342,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6533,41.8508,32.5,1968-07,,,MW,POINT (-87.6533 41.8508)
393,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,886,Fisk Street,332,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6533,41.8508,32.5,1968-07,,,MW,POINT (-87.6533 41.8508)
394,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,886,Fisk Street,331,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6533,41.8508,32.5,1968-07,,,MW,POINT (-87.6533 41.8508)
395,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,886,Fisk Street,322,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6533,41.8508,32.5,1968-07,,,MW,POINT (-87.6533 41.8508)
396,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,886,Fisk Street,321,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6533,41.8508,32.5,1968-07,,,MW,POINT (-87.6533 41.8508)
397,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,12384,Midwest Generations EME LLC,886,Fisk Street,312,Petroleum Liquids,DFO,Disillate Fuel Oil,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6533,41.8508,32.5,1968-07,,,MW,POINT (-87.6533 41.8508)
398,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,1,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,0.3,1940-10,,,MW,POINT (-89.0498 41.9093)
399,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,SOL1,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,0.3,2014-11,,,MW,POINT (-89.0498 41.9093)
400,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,9,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,3.5,1989-05,,,MW,POINT (-89.0498 41.9093)
401,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,1.0,1949-06,,,MW,POINT (-89.0498 41.9093)
402,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,7,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,3.8,1967-02,,,MW,POINT (-89.0498 41.9093)
403,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,6,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,2.5,1954-04,,,MW,POINT (-89.0498 41.9093)
404,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,4,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,1.0,1946-10,,,MW,POINT (-89.0498 41.9093)
405,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,2.5,1956-07,,,MW,POINT (-89.0498 41.9093)
406,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,960,North Ninth Street,10,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0498,41.9093,2.5,1989-05,,,MW,POINT (-89.0498 41.9093)
407,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,961,South Main Street,1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Ogle,-89.0504,41.9092,2.5,1967-09,,,MW,POINT (-89.0504 41.9092)
408,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,961,South Main Street,2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Ogle,-89.0504,41.9092,2.5,1967-09,,,MW,POINT (-89.0504 41.9092)
409,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,961,South Main Street,18,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0504,41.9092,1.8,2016-06,,,MW,POINT (-89.0504 41.9092)
410,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,961,South Main Street,17,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0504,41.9092,1.8,2016-06,,,MW,POINT (-89.0504 41.9092)
411,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,961,South Main Street,16,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.0504,41.9092,1.8,2016-06,,,MW,POINT (-89.0504 41.9092)
412,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,961,South Main Street,15,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Ogle,-89.0504,41.9092,1.8,2014-10,,,MW,POINT (-89.0504 41.9092)
413,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,961,South Main Street,14,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Ogle,-89.0504,41.9092,1.8,2014-10,,,MW,POINT (-89.0504 41.9092)
414,2024-01,IL,Illinois,electric-utility,Electric Utility,16179,Rochelle Municipal Utilities,961,South Main Street,13,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Ogle,-89.0504,41.9092,1.8,2014-10,,,MW,POINT (-89.0504 41.9092)
415,2024-01,IL,Illinois,electric-utility,Electric Utility,20824,Village of Winnetka - (IL),972,Winnetka,4,Natural Gas Steam Turbine,NG,Natural Gas,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.731025,42.115589,9.4,1953-01,,,MW,POINT (-87.731025 42.115589)
416,2024-01,IL,Illinois,electric-utility,Electric Utility,20824,Village of Winnetka - (IL),972,Winnetka,9,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.731025,42.115589,2.6,1979-01,,,MW,POINT (-87.731025 42.115589)
417,2024-01,IL,Illinois,electric-utility,Electric Utility,20824,Village of Winnetka - (IL),972,Winnetka,8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.731025,42.115589,2.6,1979-01,,,MW,POINT (-87.731025 42.115589)
418,2024-01,IL,Illinois,electric-utility,Electric Utility,20824,Village of Winnetka - (IL),972,Winnetka,7,Natural Gas Steam Turbine,NG,Natural Gas,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.731025,42.115589,12.5,1960-01,,,MW,POINT (-87.731025 42.115589)
419,2024-01,IL,Illinois,electric-utility,Electric Utility,20824,Village of Winnetka - (IL),972,Winnetka,6,Natural Gas Steam Turbine,NG,Natural Gas,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.731025,42.115589,6.3,1948-01,,,MW,POINT (-87.731025 42.115589)
420,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,6022,Braidwood Generation Station,1,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.2286,41.2435,1224.9,1988-07,,,MW,POINT (-88.2286 41.2435)
421,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,6022,Braidwood Generation Station,2,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.2286,41.2435,1224.9,1988-10,,,MW,POINT (-88.2286 41.2435)
422,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,6023,Byron Generating Station,1,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.2819,42.0742,1224.9,1985-09,,,MW,POINT (-89.2819 42.0742)
423,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,6023,Byron Generating Station,2,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.2819,42.0742,1224.9,1987-08,,,MW,POINT (-89.2819 42.0742)
424,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,6026,LaSalle Generating Station,1,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,LaSalle,-88.669066,41.245498,1170.0,1984-01,,,MW,POINT (-88.669066 41.245498)
425,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,6026,LaSalle Generating Station,2,Nuclear,NUC,Nuclear,ST,PJM,"PJM Interconnection, LLC",OP,Operating,LaSalle,-88.669066,41.245498,1170.0,1984-10,,,MW,POINT (-88.669066 41.245498)
426,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,3473,Metro Wtr Recl Dist Grtr Chi,10903,Lockport Powerhouse,1GEN,Conventional Hydroelectric,WAT,Water,HY,PJM,"PJM Interconnection, LLC",OA,Out of service but expected to return to service in next calendar year,Will,-88.0789,41.5697,8.0,1999-02,,,MW,POINT (-88.0789 41.5697)
427,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,3473,Metro Wtr Recl Dist Grtr Chi,10903,Lockport Powerhouse,2GEN,Conventional Hydroelectric,WAT,Water,HY,PJM,"PJM Interconnection, LLC",OA,Out of service but expected to return to service in next calendar year,Will,-88.0789,41.5697,8.0,2001-12,,,MW,POINT (-88.0789 41.5697)
428,2024-01,IL,Illinois,commercial-chp,Commercial CHP,14293,Nalco Co,50326,Nalco,AT1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,PJM,"PJM Interconnection, LLC",OP,Operating,DuPage,-88.197156,41.800909,4.0,1985-11,,CC1,MW,POINT (-88.197156 41.800909)
429,2024-01,IL,Illinois,commercial-chp,Commercial CHP,21690,Moose International,50337,Mooseheart Power House,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Kane,-88.3331,41.8244,0.5,1986-08,,,MW,POINT (-88.3331 41.8244)
430,2024-01,IL,Illinois,commercial-chp,Commercial CHP,21690,Moose International,50337,Mooseheart Power House,GEN4,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Kane,-88.3331,41.8244,0.5,1986-08,,,MW,POINT (-88.3331 41.8244)
431,2024-01,IL,Illinois,commercial-chp,Commercial CHP,21690,Moose International,50337,Mooseheart Power House,GEN3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Kane,-88.3331,41.8244,0.3,1986-08,,,MW,POINT (-88.3331 41.8244)
432,2024-01,IL,Illinois,commercial-chp,Commercial CHP,21690,Moose International,50337,Mooseheart Power House,GEN2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Kane,-88.3331,41.8244,0.5,1986-08,,,MW,POINT (-88.3331 41.8244)
433,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,54843,WM Illinois Renewable Energy LLC,50563,Settlers Hill Gas Recovery,GEN1,Landfill Gas,LFG,Landfill Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Kane,-88.287721,41.871914,3.0,1988-10,,,MW,POINT (-88.287721 41.871914)
434,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,54843,WM Illinois Renewable Energy LLC,50563,Settlers Hill Gas Recovery,GEN2,Landfill Gas,LFG,Landfill Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Kane,-88.287721,41.871914,3.0,1998-05,,,MW,POINT (-88.287721 41.871914)
435,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,54843,WM Illinois Renewable Energy LLC,50573,CID Gas Recovery,GEN2,Landfill Gas,LFG,Landfill Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.577716,41.658794,3.0,1989-03,,,MW,POINT (-87.577716 41.658794)
436,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,54843,WM Illinois Renewable Energy LLC,50575,Lake Gas Recovery,GEN2,Landfill Gas,LFG,Landfill Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.813738,42.10625,3.0,1993-08,,,MW,POINT (-87.813738 42.10625)
437,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,54843,WM Illinois Renewable Energy LLC,50575,Lake Gas Recovery,GEN3,Landfill Gas,LFG,Landfill Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.813738,42.10625,3.0,1993-08,,,MW,POINT (-87.813738 42.10625)
438,2024-01,IL,Illinois,industrial-chp,Industrial CHP,5519,ExxonMobil Oil Corp,50627,ExxonMobil Oil Joliet Refinery,GTG1,Other Gases,OG,Other Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.1833,41.4167,25.7,1987-11,,,MW,POINT (-88.1833 41.4167)
439,2024-01,IL,Illinois,industrial-chp,Industrial CHP,5519,ExxonMobil Oil Corp,50627,ExxonMobil Oil Joliet Refinery,STG1,Other Gases,OG,Other Gas,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.1833,41.4167,6.5,1987-11,,,MW,POINT (-88.1833 41.4167)
440,2024-01,IL,Illinois,industrial-chp,Industrial CHP,5519,ExxonMobil Oil Corp,50627,ExxonMobil Oil Joliet Refinery,MG,Other Gases,OG,Other Gas,ST,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.1833,41.4167,11.2,1986-05,,,MW,POINT (-88.1833 41.4167)
441,2024-01,IL,Illinois,commercial-chp,Commercial CHP,65792,"IIT Energy Tech Partners, LLC",52021,ITT Cogen Facility,GEN1,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Cook,-87.628465,41.83442,3.7,1991-05,2025-04,,MW,POINT (-87.628465 41.83442)
442,2024-01,IL,Illinois,commercial-chp,Commercial CHP,65792,"IIT Energy Tech Partners, LLC",52021,ITT Cogen Facility,GEN2,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,PJM,"PJM Interconnection, LLC",SB,Standby/Backup: available for service but not normally used,Cook,-87.628465,41.83442,3.7,1991-05,2025-04,,MW,POINT (-87.628465 41.83442)
443,2024-01,IL,Illinois,commercial-chp,Commercial CHP,19528,University of Illinois,54044,University of Illinois Cogen Facility,GEN2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6524,41.8675,6.3,1993-05,,,MW,POINT (-87.6524 41.8675)
444,2024-01,IL,Illinois,commercial-chp,Commercial CHP,19528,University of Illinois,54044,University of Illinois Cogen Facility,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.6524,41.8675,6.3,1993-04,,,MW,POINT (-87.6524 41.8675)
